UPC/EAN (GTIN),Master Box #,Style Name,Size,Quantity,FNSKU,Amazon Labels,Referencia,Box,Style #,UPC,EAN,DONE
453920,Box 18 - BOSTON EVA BLACK 45,BOSTON EVA BLACK,45,4,X004IX1CWV,FBA19QHGWM04U000585,453920,18,1002314,886925336796,4052605465902,False
453920,Box 19 - BOSTON EVA BLACK 44,BOSTON EVA BLACK,44,4,X004IXLYCJ,FBA19QHGWM04U000309,453920,19,1002314,886925336789,4052605465889,False
453920,Box 20 - BOSTON EVA BLACK 45,BOSTON EVA BLACK,45,4,X004IX1CWV,FBA19QHGWM04U000586,453920,20,1002314,886925336796,4052605465902,False
453920,Box 21 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000258,453920,21,151181,809410059185,4040714059181,False
453920,Box 22 - BOSTON EVA BLACK 44,BOSTON EVA BLACK,44,4,X004IXLYCJ,FBA19QHGWM04U000310,453920,22,1002314,886925336789,4052605465889,False
453920,Box 23 - BOSTON EVA BLACK 44,BOSTON EVA BLACK,44,4,X004IXLYCJ,FBA19QHGWM04U000311,453920,23,1002314,886925336789,4052605465889,False
453920,Box 24 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,8,,SET ASIDE,453920,24,1029744,192762526147,4067707144709,False
453921,Box 1 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000291,453921,1,151181,809410059208,4040714059204,False
453921,Box 2 - SET ASIDE (NO VA A AMAZON) - BOSTON NU OILED HABANA 43,BOSTON NU OILED HABANA,43,8,,SET ASIDE,453921,2,860131,809410438195,4040714438191,False
453921,Box 3 - SET ASIDE (NO VA A AMAZON) - BOSTON NU OILED HABANA 43,BOSTON NU OILED HABANA,43,8,,SET ASIDE,453921,3,860131,809410438195,4040714438191,False
453921,Box 4 - ARIZONA EVA BLACK 44,ARIZONA EVA BLACK,44,8,X004IWYKL7,FBA19QHGWM04U000545,453921,4,129421,886454426517,4052001426514,False
453921,Box 5 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000415,453921,5,151181,809410059178,4040714059174,False
453921,Box 6 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000416,453921,6,151181,809410059178,4040714059174,False
453921,Box 7 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,8,,SET ASIDE,453921,7,1029744,192762526147,4067707144709,False
453921,Box 8 - ARIZONA BFBC MOCCA 37,ARIZONA BFBC MOCCA,37,12,X004WEFBWX,FBA19QHGWM04U000396,453921,8,151181,809410059161,4040714059167,False
453921,Box 9 - BOSTON NU OILED HABANA 38,BOSTON NU OILED HABANA,38,12,X005BBAQOT,FBA19QHGWM04U000458,453921,9,860131,809410438140,4040714438146,False
453921,Box 10 - BOSTON NU OILED HABANA 41,BOSTON NU OILED HABANA,41,8,X005BB9KOB,FBA19QHGWM04U000472,453921,10,860131,809410438171,4040714438177,False
453921,Box 11 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000259,453921,11,151181,809410059185,4040714059181,False
453921,Box 12 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000417,453921,12,151181,809410059178,4040714059174,False
453921,Box 13 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000418,453921,13,151181,809410059178,4040714059174,False
453921,Box 14 - ARIZONA BFBC GRAY TAUPE 43,ARIZONA BFBC GRAY TAUPE,43,4,X005BBGBY3,FBA19QHGWM04U000348,453921,14,1032019,192763097684,4067707903580,False
453921,Box 14 - ARIZONA BFBC GRAY TAUPE 42,ARIZONA BFBC GRAY TAUPE,42,4,X005BBB5NZ,FBA19QHGWM04U000343,453921,14,1032019,192763097653,4067707903542,False
453921,Box 15 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000435,453921,15,151181,809410059192,4040714059198,False
453921,Box 16 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 42,BOSTON LEVE OYSTER,42,8,,SET ASIDE,453921,16,1031623,192762967506,4067707730827,False
453921,Box 17 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000035,453921,17,151211,736399744910,4013871744917,False
453921,Box 18 - ARIZONA BFBC MOCCA 37,ARIZONA BFBC MOCCA,37,12,X004WEFBWX,FBA19QHGWM04U000397,453921,18,151181,809410059161,4040714059167,False
453921,Box 19 - BOSTON EVA BLACK 39,BOSTON EVA BLACK,39,12,X004IX7WLL,FBA19QHGWM04U000555,453921,19,127103,886454652480,4052001652487,False
453921,Box 20 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000225,453921,20,151211,736399744903,4013871744900,False
453921,Box 21 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000036,453921,21,151211,736399744910,4013871744917,False
453921,Box 22 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000037,453921,22,151211,736399744910,4013871744917,False
453921,Box 23 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000038,453921,23,151211,736399744910,4013871744917,False
453921,Box 24 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000039,453921,24,151211,736399744910,4013871744917,False
453922,Box 1 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000040,453922,1,151211,736399744910,4013871744917,False
453922,Box 2 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000226,453922,2,151211,736399744903,4013871744900,False
453922,Box 3 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000041,453922,3,151211,736399744910,4013871744917,False
453922,Box 4 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000042,453922,4,151211,736399744910,4013871744917,False
453922,Box 5 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000139,453922,5,51791,736399021240,4013871021247,False
453922,Box 6 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000043,453922,6,151211,736399744910,4013871744917,False
453922,Box 7 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000227,453922,7,151211,736399744903,4013871744900,False
453922,Box 8 - BOSTON NU OILED HABANA 40,BOSTON NU OILED HABANA,40,12,X005BBD5JH,FBA19QHGWM04U000466,453922,8,860131,809410438164,4040714438160,False
453922,Box 9 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000571,453922,9,127103,886454652503,4052001652500,False
453922,Box 10 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000167,453922,10,51791,736399027594,4013871027591,False
453922,Box 11 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000436,453922,11,151181,809410059192,4040714059198,False
453922,Box 12 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000437,453922,12,151181,809410059192,4040714059198,False
453922,Box 13 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000168,453922,13,51791,736399027594,4013871027591,False
453922,Box 14 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000438,453922,14,151181,809410059192,4040714059198,False
453922,Box 15 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000228,453922,15,151211,736399744903,4013871744900,False
453922,Box 16 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000229,453922,16,151211,736399744903,4013871744900,False
453922,Box 17 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000044,453922,17,151211,736399744910,4013871744917,False
453922,Box 18 - BOSTON EVA EGGSHELL 40,BOSTON EVA EGGSHELL,40,12,X004IWTJXV,FBA19QHGWM04U000320,453922,18,1027382,192761925354,4066648349624,False
453922,Box 19 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000230,453922,19,151211,736399744903,4013871744900,False
453922,Box 20 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000583,453922,20,1002314,886925336772,4052605465865,False
453922,Box 21 - ARIZONA SB EVA SURF GREEN 38,ARIZONA SB EVA SURF GREEN,38,12,X005BAUZT1,FBA19QHGWM04U000333,453922,21,1029744,192762526055,4067707144587,False
453922,Box 22 - BOSTON EVA BLACK 38,BOSTON EVA BLACK,38,12,X004IX4R9V,FBA19QHGWM04U000551,453922,22,127103,886454652473,4052001652470,False
453922,Box 23 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000045,453922,23,151211,736399744910,4013871744917,False
453922,Box 24 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000046,453922,24,151211,736399744910,4013871744917,False
453923,Box 1 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000047,453923,1,151211,736399744910,4013871744917,False
453923,Box 2 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000169,453923,2,51791,736399027594,4013871027591,False
453923,Box 3 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000170,453923,3,51791,736399027594,4013871027591,False
453923,Box 4 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000171,453923,4,51791,736399027594,4013871027591,False
453923,Box 5 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000172,453923,5,51791,736399027594,4013871027591,False
453923,Box 6 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000439,453923,6,151181,809410059192,4040714059198,False
453923,Box 7 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000440,453923,7,151181,809410059192,4040714059198,False
453923,Box 8 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000173,453923,8,51791,736399027594,4013871027591,False
453923,Box 9 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000441,453923,9,151181,809410059192,4040714059198,False
453923,Box 10 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000174,453923,10,51791,736399027594,4013871027591,False
453923,Box 11 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000175,453923,11,51791,736399027594,4013871027591,False
453923,Box 12 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000176,453923,12,51791,736399027594,4013871027591,False
453923,Box 13 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000177,453923,13,51791,736399027594,4013871027591,False
453923,Box 14 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000178,453923,14,51791,736399027594,4013871027591,False
453923,Box 15 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000179,453923,15,51791,736399027594,4013871027591,False
453923,Box 16 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000442,453923,16,151181,809410059192,4040714059198,False
453923,Box 17 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000443,453923,17,151181,809410059192,4040714059198,False
453923,Box 18 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000444,453923,18,151181,809410059192,4040714059198,False
453923,Box 19 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000445,453923,19,151181,809410059192,4040714059198,False
453923,Box 20 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000446,453923,20,151181,809410059192,4040714059198,False
453923,Box 21 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000180,453923,21,51791,736399027594,4013871027591,False
453923,Box 22 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000447,453923,22,151181,809410059192,4040714059198,False
453923,Box 23 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000448,453923,23,151181,809410059192,4040714059198,False
453923,Box 24 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000449,453923,24,151181,809410059192,4040714059198,False
453924,Box 1 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000231,453924,1,151211,736399744903,4013871744900,False
453924,Box 2 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000232,453924,2,151211,736399744903,4013871744900,False
453924,Box 3 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000233,453924,3,151211,736399744903,4013871744900,False
453924,Box 4 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000048,453924,4,151211,736399744910,4013871744917,False
453924,Box 5 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000234,453924,5,151211,736399744903,4013871744900,False
453924,Box 6 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000450,453924,6,151181,809410059192,4040714059198,False
453924,Box 7 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000451,453924,7,151181,809410059192,4040714059198,False
453924,Box 8 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000452,453924,8,151181,809410059192,4040714059198,False
453924,Box 9 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000049,453924,9,151211,736399744910,4013871744917,False
453924,Box 10 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000050,453924,10,151211,736399744910,4013871744917,False
453924,Box 11 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000235,453924,11,151211,736399744903,4013871744900,False
453924,Box 12 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000236,453924,12,151211,736399744903,4013871744900,False
453924,Box 13 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 43,BOSTON LEVE OYSTER,43,4,,SET ASIDE,453924,13,1031623,192762967537,4067707730865,False
453924,Box 13 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 42,BOSTON LEVE OYSTER,42,4,,SET ASIDE,453924,13,1031623,192762967506,4067707730827,False
453924,Box 14 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,3,,SET ASIDE,453924,14,1029744,192762526147,4067707144709,False
453924,Box 14 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 44,BOSTON LEVE OYSTER,44,1,,SET ASIDE,453924,14,1031623,192762967568,4067707730902,False
453924,Box 14 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,3,X0052EKNM5,FBA19QHGWM04U000113,453924,14,51791,736399021240,4013871021247,False
453924,Box 14 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,3,X0052EKNM5,FBA19QHGWM04U000114,453924,14,51791,736399021240,4013871021247,False
453924,Box 15 - BOSTON NU OILED HABANA 44,BOSTON NU OILED HABANA,44,8,X005BBDGX7,FBA19QHGWM04U000481,453924,15,860131,809410438201,4040714438207,False
453924,Box 16 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,1,X0052EKNM5,FBA19QHGWM04U000140,453924,16,51791,736399021240,4013871021247,False
453924,Box 16 - BOSTON NU OILED HABANA 42,BOSTON NU OILED HABANA,42,4,X005BB6D87,FBA19QHGWM04U000480,453924,16,860131,809410438188,4040714438184,False
453924,Box 16 - ARIZONA EVA BLACK 38,ARIZONA EVA BLACK,38,5,X004IX5KIX,FBA19QHGWM04U000492,453924,16,129423,886454424636,4052001424633,False
453924,Box 17 - ARIZONA EVA BLACK 38,ARIZONA EVA BLACK,38,4,X004IX5KIX,FBA19QHGWM04U000490,453924,17,129423,886454424636,4052001424633,False
453924,Box 17 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 44,BOSTON LEVE OYSTER,44,3,,SET ASIDE,453924,17,1031623,192762967568,4067707730902,False
453924,Box 17 - BOSTON EVA EGGSHELL 40,BOSTON EVA EGGSHELL,40,3,X004IWTJXV,FBA19QHGWM04U000316,453924,17,1027382,192761925354,4066648349624,False
453924,Box 18 - BOSTON EVA EGGSHELL 40,BOSTON EVA EGGSHELL,40,3,X004IWTJXV,FBA19QHGWM04U000317,453924,18,1027382,192761925354,4066648349624,False
453924,Box 18 - ARIZONA EVA WHITE 40,ARIZONA EVA WHITE,40,3,X004IX6PF5,FBA19QHGWM04U000509,453924,18,129443,886454424896,4052001424893,False
453924,Box 18 - ARIZONA EVA BLACK 38,ARIZONA EVA BLACK,38,1,X004IX5KIX,FBA19QHGWM04U000491,453924,18,129423,886454424636,4052001424633,False
453924,Box 18 - BOSTON NU OILED HABANA 45,BOSTON NU OILED HABANA,45,1,X005BB81IH,FBA19QHGWM04U000484,453924,18,860131,809410438218,4040714438214,False
453924,Box 18 - ARIZONA EVA WHITE 40,ARIZONA EVA WHITE,40,3,X004IX6PF5,FBA19QHGWM04U000510,453924,18,129443,886454424896,4052001424893,False
453924,Box 19 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 38,BOSTON LEVE OYSTER,38,12,,SET ASIDE,453924,19,1031623,192762967384,4067707730667,False
453924,Box 20 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,2,X004IXJJUX,FBA19QHGWM04U000321,453924,20,1027382,192761925385,4066648349662,False
453924,Box 20 - BOSTON NU OILED HABANA 45,BOSTON NU OILED HABANA,45,1,X005BB81IH,FBA19QHGWM04U000485,453924,20,860131,809410438218,4040714438214,False
453924,Box 20 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 41,BOSTON LEVE OYSTER,41,1,,SET ASIDE,453924,20,1031623,192762967476,4067707730780,False
453924,Box 21 - BOSTON NU OILED HABANA 45,BOSTON NU OILED HABANA,45,8,X005BB81IH,FBA19QHGWM04U000486,453924,21,860131,809410438218,4040714438214,False
453924,Box 22 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 41,BOSTON LEVE OYSTER,41,3,,SET ASIDE,453924,22,1031623,192762967476,4067707730780,False
453924,Box 23 - BOSTON NU OILED HABANA 44,BOSTON NU OILED HABANA,44,8,X005BBDGX7,FBA19QHGWM04U000482,453924,23,860131,809410438201,4040714438207,False
453924,Box 24 - BOSTON NU OILED HABANA 44,BOSTON NU OILED HABANA,44,8,X005BBDGX7,FBA19QHGWM04U000483,453924,24,860131,809410438201,4040714438207,False
453925,Box 1 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 41,BOSTON LEVE OYSTER,41,8,,SET ASIDE,453925,1,1031623,192762967476,4067707730780,False
453925,Box 2 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,2,X0054OCU8D,FBA19QHGWM04U000181,453925,2,51791,736399059694,4013871059691,False
453925,Box 2 - ARIZONA SB EVA SURF GREEN 38,ARIZONA SB EVA SURF GREEN,38,3,X005BAUZT1,FBA19QHGWM04U000335,453925,2,1029744,192762526055,4067707144587,False
453925,Box 3 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,1,,SET ASIDE,453925,3,1029744,192762526147,4067707144709,False
453925,Box 3 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 41,BOSTON LEVE OYSTER,41,8,,SET ASIDE,453925,3,1031623,192762967476,4067707730780,False
453925,Box 4 - ARIZONA EVA BLACK 43,ARIZONA EVA BLACK,43,5,X004IXFTDJ,FBA19QHGWM04U000539,453925,4,129421,886454426500,4052001426507,False
453925,Box 5 - ARIZONA SB EVA SURF GREEN 38,ARIZONA SB EVA SURF GREEN,38,6,X005BAUZT1,FBA19QHGWM04U000334,453925,5,1029744,192762526055,4067707144587,False
453925,Box 5 - ARIZONA EVA WHITE 41,ARIZONA EVA WHITE,41,5,X004IX8D87,FBA19QHGWM04U000511,453925,5,129443,886454424902,4052001424909,False
453925,Box 5 - ARIZONA EVA WHITE 41,ARIZONA EVA WHITE,41,1,X004IX8D87,FBA19QHGWM04U000512,453925,5,129443,886454424902,4052001424909,False
453925,Box 6 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000237,453925,6,151211,736399744903,4013871744900,False
454002,Box 1 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000380,454002,1,51791,736399023275,4013871023272,False
454002,Box 2 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 40,BOSTON LEVE OYSTER,40,8,,SET ASIDE,454002,2,1031623,192762967445,4067707730742,False
454002,Box 3 - ARIZONA BFBC GRAY TAUPE 42,ARIZONA BFBC GRAY TAUPE,42,8,X005BBB5NZ,FBA19QHGWM04U000340,454002,3,1032019,192763097653,4067707903542,False
454002,Box 4 - BOSTON NU OILED HABANA 42,BOSTON NU OILED HABANA,42,8,X005BB6D87,FBA19QHGWM04U000479,454002,4,860131,809410438188,4040714438184,False
454002,Box 5 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000104,454002,5,51791,736399020274,4013871020271,False
454002,Box 6 - BOSTON NU OILED HABANA 39,BOSTON NU OILED HABANA,39,12,X005BBE3BB,FBA19QHGWM04U000461,454002,6,860131,809410438157,4040714438153,False
454002,Box 7 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000105,454002,7,51791,736399020274,4013871020271,False
454002,Box 8 - ARIZONA EVA WHITE 40,ARIZONA EVA WHITE,40,12,X004IX6PF5,FBA19QHGWM04U000508,454002,8,129443,886454424896,4052001424893,False
454002,Box 9 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000260,454002,9,151181,809410059185,4040714059181,False
454002,Box 10 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000106,454002,10,51791,736399020274,4013871020271,False
454002,Box 11 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,8,,SET ASIDE,454002,11,1029744,192762526147,4067707144709,False
454002,Box 12 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000419,454002,12,151181,809410059178,4040714059174,False
454002,Box 13 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 40,ARIZONA SB EVA SURF GREEN,40,12,,SET ASIDE,454002,13,1029744,192762526116,4067707144662,False
454002,Box 14 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000292,454002,14,151181,809410059208,4040714059204,False
454002,Box 15 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000381,454002,15,51791,736399023275,4013871023272,False
454002,Box 16 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000107,454002,16,51791,736399020274,4013871020271,False
454002,Box 17 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000261,454002,17,151181,809410059185,4040714059181,False
454002,Box 18 - BOSTON EVA BLACK 37,BOSTON EVA BLACK,37,12,X004IX7X01,FBA19QHGWM04U000546,454002,18,127103,886454652466,4052001652463,False
454002,Box 19 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000108,454002,19,51791,736399020274,4013871020271,False
454002,Box 20 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000262,454002,20,151181,809410059185,4040714059181,False
454002,Box 21 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000382,454002,21,51791,736399023275,4013871023272,False
454002,Box 22 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000109,454002,22,51791,736399020274,4013871020271,False
454002,Box 23 - ARIZONA EVA BLACK 39,ARIZONA EVA BLACK,39,12,X004IWYRM9,FBA19QHGWM04U000496,454002,23,129423,886454424643,4052001424640,False
454002,Box 24 - SET ASIDE (NO VA A AMAZON) - BOSTON NU OILED HABANA 43,BOSTON NU OILED HABANA,43,8,,SET ASIDE,454002,24,860131,809410438195,4040714438191,False
454003,Box 1 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000110,454003,1,51791,736399020274,4013871020271,False
454003,Box 2 - ARIZONA BFBC GRAY TAUPE 43,ARIZONA BFBC GRAY TAUPE,43,8,X005BBGBY3,FBA19QHGWM04U000347,454003,2,1032019,192763097684,4067707903580,False
454003,Box 3 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 39,BOSTON LEVE OYSTER,39,12,,SET ASIDE,454003,3,1031623,192762967414,4067707730704,False
