UPC/EAN (GTIN),Master Box #,Style Name,Size,Quantity,FNSKU,Amazon Labels,Referencia,Box,Style #,UPC,EAN,DONE
453907,Box 11 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000323,453907,11,1027382,192761925385,4066648349662,False
453907,Box 12 - BOSTON EVA BLACK 44,BOSTON EVA BLACK,44,4,X004IXLYCJ,FBA19QHGWM04U000307,453907,12,1002314,886925336789,4052605465889,False
453907,Box 13 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000324,453907,13,1027382,192761925385,4066648349662,False
453907,Box 14 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000325,453907,14,1027382,192761925385,4066648349662,False
453907,Box 15 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000274,453907,15,151181,809410059208,4040714059204,False
453907,Box 16 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000275,453907,16,151181,809410059208,4040714059204,False
453907,Box 17 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000128,453907,17,51791,736399021240,4013871021247,False
453907,Box 18 - ARIZONA BFBC GRAY TAUPE 41,ARIZONA BFBC GRAY TAUPE,41,8,X005BBG5FD,FBA19QHGWM04U000336,453907,18,1032019,192763097622,4067707903504,False
453907,Box 19 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000129,453907,19,51791,736399021240,4013871021247,False
453907,Box 20 - ARIZONA EVA BLACK 41,ARIZONA EVA BLACK,41,12,X004IX6ZFP,FBA19QHGWM04U000518,453907,20,129421,886454426487,4052001426484,False
453907,Box 21 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000130,453907,21,51791,736399021240,4013871021247,False
453907,Box 22 - BOSTON NU OILED HABANA 39,BOSTON NU OILED HABANA,39,12,X005BBE3BB,FBA19QHGWM04U000459,453907,22,860131,809410438157,4040714438153,False
453907,Box 23 - ARIZONA EVA BLACK 37,ARIZONA EVA BLACK,37,12,X004IWNX6P,FBA19QHGWM04U000487,453907,23,129423,886454424629,4052001424626,False
453907,Box 24 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000131,453907,24,51791,736399021240,4013871021247,False
453908,Box 1 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000246,453908,1,151181,809410059185,4040714059181,False
453908,Box 2 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000132,453908,2,51791,736399021240,4013871021247,False
453908,Box 3 - ARIZONA EVA BLACK 43,ARIZONA EVA BLACK,43,8,X004IXFTDJ,FBA19QHGWM04U000534,453908,3,129421,886454426500,4052001426507,False
453908,Box 4 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000133,453908,4,51791,736399021240,4013871021247,False
453908,Box 5 - ARIZONA SB EVA SURF GREEN 38,ARIZONA SB EVA SURF GREEN,38,12,X005BAUZT1,FBA19QHGWM04U000332,453908,5,1029744,192762526055,4067707144587,False
453908,Box 6 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000134,453908,6,51791,736399021240,4013871021247,False
453908,Box 7 - ARIZONA EVA WHITE 40,ARIZONA EVA WHITE,40,12,X004IX6PF5,FBA19QHGWM04U000506,453908,7,129443,886454424896,4052001424893,False
453908,Box 8 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000575,453908,8,1002314,886925336772,4052605465865,False
453908,Box 9 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000562,453908,9,127103,886454652503,4052001652500,False
453908,Box 10 - BOSTON EVA BLACK 44,BOSTON EVA BLACK,44,4,X004IXLYCJ,FBA19QHGWM04U000308,453908,10,1002314,886925336789,4052605465889,False
453908,Box 11 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000326,453908,11,1027382,192761925385,4066648349662,False
453908,Box 12 - ARIZONA EVA BLACK 43,ARIZONA EVA BLACK,43,8,X004IXFTDJ,FBA19QHGWM04U000535,453908,12,129421,886454426500,4052001426507,False
453908,Box 13 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000563,453908,13,127103,886454652503,4052001652500,False
453908,Box 14 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000276,453908,14,151181,809410059208,4040714059204,False
453908,Box 15 - BOSTON NU OILED HABANA 41,BOSTON NU OILED HABANA,41,8,X005BB9KOB,FBA19QHGWM04U000469,453908,15,860131,809410438171,4040714438177,False
453908,Box 16 - BOSTON NU OILED HABANA 41,BOSTON NU OILED HABANA,41,8,X005BB9KOB,FBA19QHGWM04U000470,453908,16,860131,809410438171,4040714438177,False
453908,Box 17 - BOSTON EVA BLACK 40,BOSTON EVA BLACK,40,12,X004IX19X3,FBA19QHGWM04U000556,453908,17,127103,886454652497,4052001652494,False
453908,Box 18 - ARIZONA EVA BLACK 39,ARIZONA EVA BLACK,39,12,X004IWYRM9,FBA19QHGWM04U000493,453908,18,129423,886454424643,4052001424640,False
453908,Box 19 - ARIZONA EVA BLACK 40,ARIZONA EVA BLACK,40,12,X004IXFGSR,FBA19QHGWM04U000499,453908,19,129423,886454424650,4052001424657,False
453908,Box 20 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 39,ARIZONA SB EVA SURF GREEN,39,12,,SET ASIDE,453908,20,1029744,192762526086,4067707144624,False
453908,Box 21 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000135,453908,21,51791,736399021240,4013871021247,False
453908,Box 22 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000293,453908,22,1002314,886925336765,4052605465841,False
453908,Box 23 - ARIZONA BFBC MOCCA 37,ARIZONA BFBC MOCCA,37,12,X004WEFBWX,FBA19QHGWM04U000391,453908,23,151181,809410059161,4040714059167,False
453908,Box 24 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000294,453908,24,1002314,886925336765,4052605465841,False
453909,Box 1 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000295,453909,1,1002314,886925336765,4052605465841,False
453909,Box 2 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000136,453909,2,51791,736399021240,4013871021247,False
453909,Box 3 - BOSTON NU OILED HABANA 42,BOSTON NU OILED HABANA,42,8,X005BB6D87,FBA19QHGWM04U000475,453909,3,860131,809410438188,4040714438184,False
453909,Box 4 - BOSTON NU OILED HABANA 41,BOSTON NU OILED HABANA,41,8,X005BB9KOB,FBA19QHGWM04U000471,453909,4,860131,809410438171,4040714438177,False
453909,Box 5 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,14,X004IWS52H,FBA19QHGWM04U000305,453909,5,1002314,886925336765,4052605465841,False
453909,Box 6 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000137,453909,6,51791,736399021240,4013871021247,False
453909,Box 7 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000296,453909,7,1002314,886925336765,4052605465841,False
453909,Box 8 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000211,453909,8,151211,736399744903,4013871744900,False
453909,Box 9 - ARIZONA BFBC MOCCA 37,ARIZONA BFBC MOCCA,37,12,X004WEFBWX,FBA19QHGWM04U000392,453909,9,151181,809410059161,4040714059167,False
453909,Box 10 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000297,453909,10,1002314,886925336765,4052605465841,False
453909,Box 11 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000298,453909,11,1002314,886925336765,4052605465841,False
453909,Box 12 - BOSTON NU OILED HABANA 40,BOSTON NU OILED HABANA,40,12,X005BBD5JH,FBA19QHGWM04U000463,453909,12,860131,809410438164,4040714438160,False
453909,Box 13 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000401,453909,13,151181,809410059178,4040714059174,False
453909,Box 14 - ARIZONA EVA WHITE 41,ARIZONA EVA WHITE,41,12,X004IX8D87,FBA19QHGWM04U000514,453909,14,129443,886454424902,4052001424909,False
453909,Box 15 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000427,453909,15,151181,809410059192,4040714059198,False
453909,Box 16 - ARIZONA BF BLACK 37,ARIZONA BF BLACK,37,12,X0054OBX9P,FBA19QHGWM04U000051,453909,16,51791,736399078732,4013871078739,False
453909,Box 17 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000190,453909,17,51791,736399059694,4013871059691,False
453909,Box 18 - BOSTON NU OILED HABANA 40,BOSTON NU OILED HABANA,40,12,X005BBD5JH,FBA19QHGWM04U000464,453909,18,860131,809410438164,4040714438160,False
453909,Box 19 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000361,453909,19,51791,736399023275,4013871023272,False
453909,Box 20 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000212,453909,20,151211,736399744903,4013871744900,False
453909,Box 21 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000191,453909,21,51791,736399059694,4013871059691,False
453909,Box 22 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000299,453909,22,1002314,886925336765,4052605465841,False
453909,Box 23 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000362,453909,23,51791,736399023275,4013871023272,False
453909,Box 24 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000300,453909,24,1002314,886925336765,4052605465841,False
453910,Box 1 - BOSTON NU OILED HABANA 38,BOSTON NU OILED HABANA,38,12,X005BBAQOT,FBA19QHGWM04U000455,453910,1,860131,809410438140,4040714438146,False
453910,Box 3 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000213,453910,3,151211,736399744903,4013871744900,False
453910,Box 4 - ARIZONA BF BLACK 41,ARIZONA BF BLACK,41,12,X0052EKNM5,FBA19QHGWM04U000138,453910,4,51791,736399021240,4013871021247,False
453910,Box 5 - ARIZONA EVA BLACK 39,ARIZONA EVA BLACK,39,12,X004IWYRM9,FBA19QHGWM04U000494,453910,5,129423,886454424643,4052001424640,False
453910,Box 6 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000402,453910,6,151181,809410059178,4040714059174,False
453910,Box 7 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000214,453910,7,151211,736399744903,4013871744900,False
453910,Box 9 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000215,453910,9,151211,736399744903,4013871744900,False
453910,Box 10 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000216,453910,10,151211,736399744903,4013871744900,False
453910,Box 11 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000301,453910,11,1002314,886925336765,4052605465841,False
453910,Box 12 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000016,453910,12,51791,736399035445,4013871035442,False
453910,Box 13 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000576,453910,13,1002314,886925336772,4052605465865,False
453910,Box 14 - ARIZONA BFBC MOCCA 37,ARIZONA BFBC MOCCA,37,12,X004WEFBWX,FBA19QHGWM04U000393,453910,14,151181,809410059161,4040714059167,False
453910,Box 15 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000017,453910,15,51791,736399035445,4013871035442,False
453910,Box 16 - ARIZONA EVA BLACK 39,ARIZONA EVA BLACK,39,12,X004IWYRM9,FBA19QHGWM04U000495,453910,16,129423,886454424643,4052001424640,False
453910,Box 17 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000217,453910,17,151211,736399744903,4013871744900,False
453910,Box 18 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000192,453910,18,51791,736399059694,4013871059691,False
453910,Box 19 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000302,453910,19,1002314,886925336765,4052605465841,False
453910,Box 20 - SET ASIDE (NO VA A AMAZON) - ARIZONA BFBC GRAY TAUPE 39,ARIZONA BFBC GRAY TAUPE,39,12,,SET ASIDE,453910,20,1032019,192763097561,4067707903429,False
453910,Box 21 - ARIZONA BF BLACK 37,ARIZONA BF BLACK,37,12,X0054OBX9P,FBA19QHGWM04U000052,453910,21,51791,736399078732,4013871078739,False
453910,Box 22 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000218,453910,22,151211,736399744903,4013871744900,False
453910,Box 23 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000363,453910,23,51791,736399023275,4013871023272,False
453910,Box 24 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000018,453910,24,51791,736399035445,4013871035442,False
453911,Box 1 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000219,453911,1,151211,736399744903,4013871744900,False
453911,Box 2 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000247,453911,2,151181,809410059185,4040714059181,False
453911,Box 3 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000019,453911,3,51791,736399035445,4013871035442,False
453911,Box 4 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000220,453911,4,151211,736399744903,4013871744900,False
453911,Box 6 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000020,453911,6,51791,736399035445,4013871035442,False
453911,Box 7 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000031,453911,7,151211,736399744910,4013871744917,False
453911,Box 8 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,4,X004IWS52H,FBA19QHGWM04U000303,453911,8,1002314,886925336765,4052605465841,False
453911,Box 9 - BOSTON EVA BLACK 42,BOSTON EVA BLACK,42,2,X004IWS52H,FBA19QHGWM04U000304,453911,9,1002314,886925336765,4052605465841,False
453911,Box 10 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000032,453911,10,151211,736399744910,4013871744917,False
453911,Box 11 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000221,453911,11,151211,736399744903,4013871744900,False
453911,Box 12 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000222,453911,12,151211,736399744903,4013871744900,False
453911,Box 13 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000223,453911,13,151211,736399744903,4013871744900,False
453911,Box 14 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000021,453911,14,51791,736399035445,4013871035442,False
453911,Box 15 - ARIZONA EVA BLACK 41,ARIZONA EVA BLACK,41,12,X004IX6ZFP,FBA19QHGWM04U000519,453911,15,129421,886454426487,4052001426484,False
453911,Box 16 - BOSTON NU OILED HABANA 38,BOSTON NU OILED HABANA,38,12,X005BBAQOT,FBA19QHGWM04U000456,453911,16,860131,809410438140,4040714438146,False
453911,Box 16 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000277,453911,16,151181,809410059208,4040714059204,False
453911,Box 18 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000022,453911,18,51791,736399035445,4013871035442,False
453911,Box 19 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000278,453911,19,151181,809410059208,4040714059204,False
453911,Box 20 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000279,453911,20,151181,809410059208,4040714059204,False
453911,Box 21 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000280,453911,21,151181,809410059208,4040714059204,False
453911,Box 22 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000248,453911,22,151181,809410059185,4040714059181,False
453911,Box 23 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000023,453911,23,51791,736399035445,4013871035442,False
453911,Box 24 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000024,453911,24,51791,736399035445,4013871035442,False
453912,Box 1 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000403,453912,1,151181,809410059178,4040714059174,False
453912,Box 2 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000025,453912,2,51791,736399035445,4013871035442,False
453912,Box 3 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000249,453912,3,151181,809410059185,4040714059181,False
453912,Box 4 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000026,453912,4,51791,736399035445,4013871035442,False
453912,Box 5 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000027,453912,5,51791,736399035445,4013871035442,False
453912,Box 6 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000028,453912,6,51791,736399035445,4013871035442,False
453912,Box 7 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000564,453912,7,127103,886454652503,4052001652500,False
453912,Box 8 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000029,453912,8,51791,736399035445,4013871035442,False
453912,Box 9 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000053,453912,9,151181,809410059215,4040714059211,False
453912,Box 10 - ARIZONA BF BLACK 44,ARIZONA BF BLACK,44,12,X0049PN01T,FBA19QHGWM04U000030,453912,10,51791,736399035445,4013871035442,False
453912,Box 11 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000281,453912,11,151181,809410059208,4040714059204,False
453912,Box 12 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000404,453912,12,151181,809410059178,4040714059174,False
453912,Box 13 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000565,453912,13,127103,886454652503,4052001652500,False
453912,Box 14 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000428,453912,14,151181,809410059192,4040714059198,False
453912,Box 15 - BOSTON NU OILED HABANA 38,BOSTON NU OILED HABANA,38,12,X005BBAQOT,FBA19QHGWM04U000457,453912,15,860131,809410438140,4040714438146,False
453912,Box 16 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000282,453912,16,151181,809410059208,4040714059204,False
453912,Box 17 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000405,453912,17,151181,809410059178,4040714059174,False
453912,Box 18 - ARIZONA EVA BLACK 42,ARIZONA EVA BLACK,42,12,X004IX6XQV,FBA19QHGWM04U000524,453912,18,129421,886454426494,4052001426491,False
453912,Box 19 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000033,453912,19,151211,736399744910,4013871744917,False
453912,Box 20 - ARIZONA BFBC STONE 41,ARIZONA BFBC STONE,41,12,X004WECW1B,FBA19QHGWM04U000224,453912,20,151211,736399744903,4013871744900,False
453912,Box 21 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000283,453912,21,151181,809410059208,4040714059204,False
453912,Box 22 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000054,453912,22,151181,809410059215,4040714059211,False
453912,Box 23 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000055,453912,23,151181,809410059215,4040714059211,False
453912,Box 24 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000056,453912,24,151181,809410059215,4040714059211,False
453913,Box 1 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000057,453913,1,151181,809410059215,4040714059211,False
453913,Box 2 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000058,453913,2,151181,809410059215,4040714059211,False
453913,Box 3 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000059,453913,3,151181,809410059215,4040714059211,False
453913,Box 4 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000284,453913,4,151181,809410059208,4040714059204,False
453913,Box 5 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000142,453913,5,51791,736399027594,4013871027591,False
453913,Box 6 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000193,453913,6,51791,736399059694,4013871059691,False
453913,Box 7 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000143,453913,7,51791,736399027594,4013871027591,False
453913,Box 8 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000566,453913,8,127103,886454652503,4052001652500,False
453913,Box 9 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000060,453913,9,151181,809410059215,4040714059211,False
453913,Box 10 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000567,453913,10,127103,886454652503,4052001652500,False
453913,Box 11 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000568,453913,11,127103,886454652503,4052001652500,False
453913,Box 13 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000569,453913,13,127103,886454652503,4052001652500,False
453913,Box 14 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000285,453913,14,151181,809410059208,4040714059204,False
453913,Box 15 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000194,453913,15,51791,736399059694,4013871059691,False
453913,Box 16 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000144,453913,16,51791,736399027594,4013871027591,False
453913,Box 17 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000286,453913,17,151181,809410059208,4040714059204,False
453913,Box 18 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000145,453913,18,51791,736399027594,4013871027591,False
453913,Box 20 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000061,453913,20,151181,809410059215,4040714059211,False
453913,Box 21 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000062,453913,21,151181,809410059215,4040714059211,False
453913,Box 22 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000063,453913,22,151181,809410059215,4040714059211,False
453913,Box 23 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000064,453913,23,151181,809410059215,4040714059211,False
453913,Box 24 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000146,453913,24,51791,736399027594,4013871027591,False
453914,Box 1 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000065,453914,1,151181,809410059215,4040714059211,False
453914,Box 2 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000066,453914,2,151181,809410059215,4040714059211,False
453914,Box 3 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000147,453914,3,51791,736399027594,4013871027591,False
453914,Box 4 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000148,453914,4,51791,736399027594,4013871027591,False
453914,Box 5 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000067,453914,5,151181,809410059215,4040714059211,False
