PACKING LIST,630 UNIDADES,,,,,,,,,,,,,,,
Style,Size,Description,Pallet Salida,BOX O,EAN-CODE,UPC,QTY,MEDIDAS CAJAS EN PULGADAS,,,PESO (LBS),Shipment # 1,Set Aside,FNSKU,AMAZON Labels,OTHER SKU
129421,43,ARIZONA EVA BLACK,453908,12,4052001426507,886454426500,8,18,18,13,12,8,,X004IXFTDJ,FBA19QHGWM04U000535,
127103,41,BOSTON EVA BLACK,453908,13,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000563,
151181,41,ARIZONA BFBC MOCCA,453908,14,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000276,
860131,41,BOSTON NU OILED HABANA,453908,15,4040714438177,809410438171,8,18,18,13,12,8,,X005BB9KOB,FBA19QHGWM04U000469,
860131,41,BOSTON NU OILED HABANA,453908,16,4040714438177,809410438171,8,18,18,13,12,8,,X005BB9KOB,FBA19QHGWM04U000470,
127103,40,BOSTON EVA BLACK,453908,17,4052001652494,886454652497,12,18,18,13,18,12,,X004IX19X3,FBA19QHGWM04U000556,
129423,39,ARIZONA EVA BLACK,453908,18,4052001424640,886454424643,12,18,18,13,18,12,,X004IWYRM9,FBA19QHGWM04U000493,
129423,40,ARIZONA EVA BLACK,453908,19,4052001424657,886454424650,12,18,18,13,18,12,,X004IXFGSR,FBA19QHGWM04U000499,
1029744,39,ARIZONA SB EVA SURF GREEN,453908,20,4067707144624,192762526086,12,18,18,13,18,,12,,,
51791,41,ARIZONA BF BLACK,453908,21,4013871021247,736399021240,12,18,18,13,18,12,,X0052EKNM5,FBA19QHGWM04U000135,
1002314,42,BOSTON EVA BLACK,453908,22,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000293,
151181,37,ARIZONA BFBC MOCCA,453908,23,4040714059167,809410059161,12,18,18,13,18,12,,X004WEFBWX,FBA19QHGWM04U000391,
1002314,42,BOSTON EVA BLACK,453908,24,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000294,
1002314,42,BOSTON EVA BLACK,453909,1,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000295,
51791,41,ARIZONA BF BLACK,453909,2,4013871021247,736399021240,12,18,18,13,18,12,,X0052EKNM5,FBA19QHGWM04U000136,
860131,42,BOSTON NU OILED HABANA,453909,3,4040714438184,809410438188,8,18,18,13,12,8,,X005BB6D87,FBA19QHGWM04U000475,
860131,41,BOSTON NU OILED HABANA,453909,4,4040714438177,809410438171,8,18,18,13,12,8,,X005BB9KOB,FBA19QHGWM04U000471,
1002314,42,BOSTON EVA BLACK,453909,5,4052605465841,886925336765,14,36,18,18,20,14,,X004IWS52H,FBA19QHGWM04U000305,
51791,41,ARIZONA BF BLACK,453909,6,4013871021247,736399021240,12,18,18,13,18,12,,X0052EKNM5,FBA19QHGWM04U000137,
1002314,42,BOSTON EVA BLACK,453909,7,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000296,
151211,41,ARIZONA BFBC STONE,453909,8,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000211,
151181,37,ARIZONA BFBC MOCCA,453909,9,4040714059167,809410059161,12,18,18,13,18,12,,X004WEFBWX,FBA19QHGWM04U000392,
1002314,42,BOSTON EVA BLACK,453909,10,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000297,
1002314,42,BOSTON EVA BLACK,453909,11,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000298,
860131,40,BOSTON NU OILED HABANA,453909,12,4040714438160,809410438164,12,18,18,13,18,12,,X005BBD5JH,FBA19QHGWM04U000463,
151181,38,ARIZONA BFBC MOCCA,453909,13,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000401,
129443,41,ARIZONA EVA WHITE,453909,14,4052001424909,886454424902,12,18,18,13,18,12,,X004IX8D87,FBA19QHGWM04U000514,
151181,40,ARIZONA BFBC MOCCA,453909,15,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000427,
51791,37,ARIZONA BF BLACK,453909,16,4013871078739,736399078732,12,18,18,13,18,12,,X0054OBX9P,FBA19QHGWM04U000051,
51791,40,ARIZONA BF BLACK,453909,17,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000190,
860131,40,BOSTON NU OILED HABANA,453909,18,4040714438160,809410438164,12,18,18,13,18,12,,X005BBD5JH,FBA19QHGWM04U000464,
51791,42,ARIZONA BF BLACK,453909,19,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000361,
151211,41,ARIZONA BFBC STONE,453909,20,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000212,
51791,40,ARIZONA BF BLACK,453909,21,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000191,
1002314,42,BOSTON EVA BLACK,453909,22,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000299,
51791,42,ARIZONA BF BLACK,453909,23,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000362,
1002314,42,BOSTON EVA BLACK,453909,24,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000300,
860131,38,BOSTON NU OILED HABANA,453910,1,4040714438146,809410438140,12,18,18,13,18,12,,X005BBAQOT,FBA19QHGWM04U000455,
151211,41,ARIZONA BFBC STONE,453910,3,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000213,
51791,41,ARIZONA BF BLACK,453910,4,4013871021247,736399021240,12,18,18,13,18,12,,X0052EKNM5,FBA19QHGWM04U000138,
129423,39,ARIZONA EVA BLACK,453910,5,4052001424640,886454424643,12,18,18,13,18,12,,X004IWYRM9,FBA19QHGWM04U000494,
151181,38,ARIZONA BFBC MOCCA,453910,6,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000402,
151211,41,ARIZONA BFBC STONE,453910,7,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000214,
151211,41,ARIZONA BFBC STONE,453910,9,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000215,
151211,41,ARIZONA BFBC STONE,453910,10,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000216,
1002314,42,BOSTON EVA BLACK,453910,11,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000301,
51791,44,ARIZONA BF BLACK,453910,12,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000016,
1002314,43,BOSTON EVA BLACK,453910,13,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000576,
151181,37,ARIZONA BFBC MOCCA,453910,14,4040714059167,809410059161,12,18,18,13,18,12,,X004WEFBWX,FBA19QHGWM04U000393,
51791,44,ARIZONA BF BLACK,453910,15,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000017,
129423,39,ARIZONA EVA BLACK,453910,16,4052001424640,886454424643,12,18,18,13,18,12,,X004IWYRM9,FBA19QHGWM04U000495,
151211,41,ARIZONA BFBC STONE,453910,17,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000217,
51791,40,ARIZONA BF BLACK,453910,18,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000192,
1002314,42,BOSTON EVA BLACK,453910,19,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000302,
1032019,39,ARIZONA BFBC GRAY TAUPE,453910,20,4067707903429,192763097561,12,18,18,13,18,,12,,,
51791,37,ARIZONA BF BLACK,453910,21,4013871078739,736399078732,12,18,18,13,18,12,,X0054OBX9P,FBA19QHGWM04U000052,
151211,41,ARIZONA BFBC STONE,453910,22,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000218,
51791,42,ARIZONA BF BLACK,453910,23,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000363,
51791,44,ARIZONA BF BLACK,453910,24,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000018,
151211,41,ARIZONA BFBC STONE,453911,1,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000219,
151181,39,ARIZONA BFBC MOCCA,453911,2,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000247,
51791,44,ARIZONA BF BLACK,453911,3,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000019,
151211,41,ARIZONA BFBC STONE,453911,4,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000220,
51791,44,ARIZONA BF BLACK,453911,6,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000020,
151211,42,ARIZONA BFBC STONE,453911,7,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000031,8O-6TPB-HF1J 
1002314,42,BOSTON EVA BLACK,453911,8,4052605465841,886925336765,4,18,18,13,6,4,,X004IWS52H,FBA19QHGWM04U000303,
1002314,42,BOSTON EVA BLACK,453911,9,4052605465841,886925336765,2,18,18,13,3,2,,X004IWS52H,FBA19QHGWM04U000304,
151211,42,ARIZONA BFBC STONE,453911,10,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000032,8O-6TPB-HF1J 
151211,41,ARIZONA BFBC STONE,453911,11,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000221,
151211,41,ARIZONA BFBC STONE,453911,12,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000222,
151211,41,ARIZONA BFBC STONE,453911,13,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000223,
51791,44,ARIZONA BF BLACK,453911,14,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000021,
129421,41,ARIZONA EVA BLACK,453911,15,4052001426484,886454426487,12,18,18,13,18,12,,X004IX6ZFP,FBA19QHGWM04U000519,
860131,38,BOSTON NU OILED HABANA,453911,16,4040714438146,809410438140,12,18,18,13,18,12,,X005BBAQOT,FBA19QHGWM04U000456,
151181,41,ARIZONA BFBC MOCCA,453911,16,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000277,
51791,44,ARIZONA BF BLACK,453911,18,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000022,
151181,41,ARIZONA BFBC MOCCA,453911,19,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000278,
151181,41,ARIZONA BFBC MOCCA,453911,20,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000279,
151181,41,ARIZONA BFBC MOCCA,453911,21,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000280,
151181,39,ARIZONA BFBC MOCCA,453911,22,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000248,
51791,44,ARIZONA BF BLACK,453911,23,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000023,
51791,44,ARIZONA BF BLACK,453911,24,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000024,
151181,38,ARIZONA BFBC MOCCA,453912,1,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000403,
51791,44,ARIZONA BF BLACK,453912,2,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000025,
151181,39,ARIZONA BFBC MOCCA,453912,3,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000249,
51791,44,ARIZONA BF BLACK,453912,4,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000026,
51791,44,ARIZONA BF BLACK,453912,5,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000027,
51791,44,ARIZONA BF BLACK,453912,6,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000028,
127103,41,BOSTON EVA BLACK,453912,7,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000564,
51791,44,ARIZONA BF BLACK,453912,8,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000029,
151181,42,ARIZONA BFBC MOCCA,453912,9,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000053,
51791,44,ARIZONA BF BLACK,453912,10,4013871035442,736399035445,12,18,18,13,18,12,,X0049PN01T,FBA19QHGWM04U000030,
151181,41,ARIZONA BFBC MOCCA,453912,11,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000281,
151181,38,ARIZONA BFBC MOCCA,453912,12,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000404,
127103,41,BOSTON EVA BLACK,453912,13,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000565,
151181,40,ARIZONA BFBC MOCCA,453912,14,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000428,
860131,38,BOSTON NU OILED HABANA,453912,15,4040714438146,809410438140,12,18,18,13,18,12,,X005BBAQOT,FBA19QHGWM04U000457,
151181,41,ARIZONA BFBC MOCCA,453912,16,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000282,
151181,38,ARIZONA BFBC MOCCA,453912,17,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000405,
129421,42,ARIZONA EVA BLACK,453912,18,4052001426491,886454426494,12,18,18,13,18,12,,X004IX6XQV,FBA19QHGWM04U000524,
151211,42,ARIZONA BFBC STONE,453912,19,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000033,8O-6TPB-HF1J 
151211,41,ARIZONA BFBC STONE,453912,20,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000224,
151181,41,ARIZONA BFBC MOCCA,453912,21,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000283,
151181,42,ARIZONA BFBC MOCCA,453912,22,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000054,
151181,42,ARIZONA BFBC MOCCA,453912,23,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000055,
151181,42,ARIZONA BFBC MOCCA,453912,24,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000056,
151181,42,ARIZONA BFBC MOCCA,453913,1,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000057,
151181,42,ARIZONA BFBC MOCCA,453913,2,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000058,
151181,42,ARIZONA BFBC MOCCA,453913,3,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000059,
151181,41,ARIZONA BFBC MOCCA,453913,4,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000284,
51791,43,ARIZONA BF BLACK,453913,5,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000142,
51791,40,ARIZONA BF BLACK,453913,6,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000193,
51791,43,ARIZONA BF BLACK,453913,7,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000143,
127103,41,BOSTON EVA BLACK,453913,8,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000566,
151181,42,ARIZONA BFBC MOCCA,453913,9,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000060,
127103,41,BOSTON EVA BLACK,453913,10,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000567,
127103,41,BOSTON EVA BLACK,453913,11,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000568,
127103,41,BOSTON EVA BLACK,453913,13,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000569,
151181,41,ARIZONA BFBC MOCCA,453913,14,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000285,
51791,40,ARIZONA BF BLACK,453913,15,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000194,
51791,43,ARIZONA BF BLACK,453913,16,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000144,
151181,41,ARIZONA BFBC MOCCA,453913,17,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000286,
51791,43,ARIZONA BF BLACK,453913,18,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000145,
151181,42,ARIZONA BFBC MOCCA,453913,20,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000061,
151181,42,ARIZONA BFBC MOCCA,453913,21,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000062,
151181,42,ARIZONA BFBC MOCCA,453913,22,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000063,
151181,42,ARIZONA BFBC MOCCA,453913,23,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000064,
51791,43,ARIZONA BF BLACK,453913,24,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000146,
151181,42,ARIZONA BFBC MOCCA,453914,1,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000065,
151181,42,ARIZONA BFBC MOCCA,453914,2,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000066,
51791,43,ARIZONA BF BLACK,453914,3,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000147,
51791,43,ARIZONA BF BLACK,453914,4,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000148,
151181,42,ARIZONA BFBC MOCCA,453914,5,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000067,
51791,40,ARIZONA BF BLACK,453914,6,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000195,
51791,40,ARIZONA BF BLACK,453914,7,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000196,
51791,43,ARIZONA BF BLACK,453914,8,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000149,
51791,40,ARIZONA BF BLACK,453914,9,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000197,
51791,43,ARIZONA BF BLACK,453914,10,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000150,
51791,43,ARIZONA BF BLACK,453914,11,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000151,
151181,42,ARIZONA BFBC MOCCA,453914,12,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000068,
151181,42,ARIZONA BFBC MOCCA,453914,13,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000069,
51791,40,ARIZONA BF BLACK,453914,14,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000198,
51791,40,ARIZONA BF BLACK,453914,15,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000199,
51791,43,ARIZONA BF BLACK,453914,16,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000152,
51791,43,ARIZONA BF BLACK,453914,17,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000153,
51791,40,ARIZONA BF BLACK,453914,18,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000200,
51791,40,ARIZONA BF BLACK,453914,19,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000201,
51791,40,ARIZONA BF BLACK,453914,20,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000202,
51791,43,ARIZONA BF BLACK,453914,21,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000154,
51791,43,ARIZONA BF BLACK,453914,22,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000155,
51791,43,ARIZONA BF BLACK,453914,23,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000156,
51791,43,ARIZONA BF BLACK,453914,24,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000157,
51791,43,ARIZONA BF BLACK,453915,1,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000158,
51791,43,ARIZONA BF BLACK,453915,2,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000159,
51791,43,ARIZONA BF BLACK,453915,3,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000160,
51791,40,ARIZONA BF BLACK,453915,4,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000203,
51791,43,ARIZONA BF BLACK,453915,5,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000161,
51791,43,ARIZONA BF BLACK,453915,6,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000162,
51791,43,ARIZONA BF BLACK,453915,7,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000163,
51791,43,ARIZONA BF BLACK,453915,8,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000164,
51791,40,ARIZONA BF BLACK,453915,9,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000204,
51791,43,ARIZONA BF BLACK,453915,10,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000165,
51791,43,ARIZONA BF BLACK,453915,11,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000166,
51791,40,ARIZONA BF BLACK,453915,12,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000205,
51791,40,ARIZONA BF BLACK,453915,13,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000206,
151181,42,ARIZONA BFBC MOCCA,453915,14,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000070,
51791,40,ARIZONA BF BLACK,453915,15,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000207,
1032019,43,ARIZONA BFBC GRAY TAUPE,453915,16,4067707903580,192763097684,8,18,18,13,12,8,,X005BBGBY3,FBA19QHGWM04U000346,
127103,39,BOSTON EVA BLACK,453915,17,4052001652487,886454652480,12,18,18,13,18,12,,X004IX7WLL,FBA19QHGWM04U000554,
151181,39,ARIZONA BFBC MOCCA,453915,18,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000250,
51791,40,ARIZONA BF BLACK,453915,19,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000208,
151181,41,ARIZONA BFBC MOCCA,453915,20,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000287,
51791,42,ARIZONA BF BLACK,453915,21,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000364,
1031623,40,BOSTON LEVE OYSTER,453915,22,4067707730742,192762967445,8,18,18,13,12,,8,,,
51791,39,ARIZONA BF BLACK,453915,23,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000095,
860131,42,BOSTON NU OILED HABANA,453915,24,4040714438184,809410438188,8,18,18,13,12,8,,X005BB6D87,FBA19QHGWM04U000476,
51791,39,ARIZONA BF BLACK,453916,1,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000096,
51791,42,ARIZONA BF BLACK,453916,2,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000365,
1031623,39,BOSTON LEVE OYSTER,453916,3,4067707730704,192762967414,12,18,18,13,18,,12,,,
51791,39,ARIZONA BF BLACK,453916,4,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000097,
151181,41,ARIZONA BFBC MOCCA,453916,5,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000288,
51791,39,ARIZONA BF BLACK,453916,6,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000098,
51791,40,ARIZONA BF BLACK,453916,7,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000209,
129421,41,ARIZONA EVA BLACK,453916,8,4052001426484,886454426487,12,18,18,13,18,12,,X004IX6ZFP,FBA19QHGWM04U000520,
860131,37,BOSTON NU OILED HABANA,453916,9,4040714438139,809410438133,12,18,18,13,18,12,,X005BB0YCD,FBA19QHGWM04U000453,
51791,40,ARIZONA BF BLACK,453916,10,4013871059691,736399059694,12,18,18,13,18,12,,X0054OCU8D,FBA19QHGWM04U000210,
151181,39,ARIZONA BFBC MOCCA,453916,11,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000251,
1029744,40,ARIZONA SB EVA SURF GREEN,453916,12,4067707144662,192762526116,12,18,18,13,18,,12,,,
151181,41,ARIZONA BFBC MOCCA,453916,13,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000289,
51791,39,ARIZONA BF BLACK,453916,14,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000099,
129421,42,ARIZONA EVA BLACK,453916,15,4052001426491,886454426494,12,18,18,13,18,12,,X004IX6XQV,FBA19QHGWM04U000525,
1029744,39,ARIZONA SB EVA SURF GREEN,453916,16,4067707144624,192762526086,12,18,18,13,18,,12,,,
151181,38,ARIZONA BFBC MOCCA,453916,17,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000406,
