PACKING LIST,630 UNIDADES,,,,,,,,,,,,,,,
Style,Size,Description,Pallet Salida,BOX O,EAN-CODE,UPC,QTY,MEDIDAS CAJAS EN PULGADAS,,,PESO (LBS),Shipment # 1,Set Aside,FNSKU,AMAZON Labels,OTHER SKU
151181,40,ARIZONA BFBC MOCCA,453916,18,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000429,
51791,42,ARIZONA BF BLACK,453916,19,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000366,
151181,39,ARIZONA BFBC MOCCA,453916,20,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000252,
151181,39,ARIZONA BFBC MOCCA,453916,21,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000253,
51791,42,ARIZONA BF BLACK,453916,22,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000367,
51791,42,ARIZONA BF BLACK,453916,23,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000368,
51791,42,ARIZONA BF BLACK,453916,24,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000369,
860131,37,BOSTON NU OILED HABANA,453917,1,4040714438139,809410438133,12,18,18,13,18,12,,X005BB0YCD,FBA19QHGWM04U000454,
51791,42,ARIZONA BF BLACK,453917,2,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000370,
151181,39,ARIZONA BFBC MOCCA,453917,3,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000254,
127103,40,BOSTON EVA BLACK,453917,4,4052001652494,886454652497,12,18,18,13,18,12,,X004IX19X3,FBA19QHGWM04U000557,
151181,39,ARIZONA BFBC MOCCA,453917,5,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000255,
151181,38,ARIZONA BFBC MOCCA,453917,6,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000407,
51791,42,ARIZONA BF BLACK,453917,7,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000371,
129443,41,ARIZONA EVA WHITE,453917,8,4052001424909,886454424902,12,18,18,13,18,12,,X004IX8D87,FBA19QHGWM04U000515,
51791,42,ARIZONA BF BLACK,453917,9,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000372,
1032019,41,ARIZONA BFBC GRAY TAUPE,453917,10,4067707903504,192763097622,8,18,18,13,12,8,,X005BBG5FD,FBA19QHGWM04U000337,
1029744,37,ARIZONA SB EVA SURF GREEN,453917,11,4067707144549,192762526024,12,18,18,13,18,,12,,,
129421,41,ARIZONA EVA BLACK,453917,12,4052001426484,886454426487,12,18,18,13,18,12,,X004IX6ZFP,FBA19QHGWM04U000521,
51791,42,ARIZONA BF BLACK,453917,13,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000373,
51791,39,ARIZONA BF BLACK,453917,14,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000100,
151181,39,ARIZONA BFBC MOCCA,453917,15,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000256,
151181,42,ARIZONA BFBC MOCCA,453917,16,4040714059211,809410059215,12,18,18,13,18,12,,X004WSV7TF,FBA19QHGWM04U000071,
127103,40,BOSTON EVA BLACK,453917,17,4052001652494,886454652497,12,18,18,13,18,12,,X004IX19X3,FBA19QHGWM04U000558,
860131,43,BOSTON NU OILED HABANA,453917,18,4040714438191,809410438195,8,18,18,13,12,,8,,,
1029744,39,ARIZONA SB EVA SURF GREEN,453917,19,4067707144624,192762526086,12,18,18,13,18,,12,,,
129421,43,ARIZONA EVA BLACK,453917,20,4052001426507,886454426500,8,18,18,13,12,8,,X004IXFTDJ,FBA19QHGWM04U000536,
1032019,39,ARIZONA BFBC GRAY TAUPE,453917,21,4067707903429,192763097561,12,18,18,13,18,,12,,,
129421,41,ARIZONA EVA BLACK,453917,22,4052001426484,886454426487,12,18,18,13,18,12,,X004IX6ZFP,FBA19QHGWM04U000522,
1032019,41,ARIZONA BFBC GRAY TAUPE,453917,23,4067707903504,192763097622,8,18,18,13,12,8,,X005BBG5FD,FBA19QHGWM04U000338,
151181,40,ARIZONA BFBC MOCCA,453917,24,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000430,
51791,42,ARIZONA BF BLACK,453918,1,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000374,
51791,42,ARIZONA BF BLACK,453918,2,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000375,
51791,39,ARIZONA BF BLACK,453918,3,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000101,
151181,40,ARIZONA BFBC MOCCA,453918,4,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000431,
127103,38,BOSTON EVA BLACK,453918,5,4052001652470,886454652473,12,18,18,13,18,12,,X004IX4R9V,FBA19QHGWM04U000549,
1029744,41,ARIZONA SB EVA SURF GREEN,453918,6,4067707144709,192762526147,8,18,18,13,12,,8,,,
51791,39,ARIZONA BF BLACK,453918,7,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000102,
51791,42,ARIZONA BF BLACK,453918,8,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000376,
1032019,39,ARIZONA BFBC GRAY TAUPE,453918,9,4067707903429,192763097561,12,18,18,13,18,,12,,,
129443,38,ARIZONA EVA WHITE,453918,10,4052001424879,886454424872,12,18,18,13,18,12,,X004IWYE3L,FBA19QHGWM04U000502,
51791,42,ARIZONA BF BLACK,453918,11,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000377,
129421,43,ARIZONA EVA BLACK,453918,12,4052001426507,886454426500,8,18,18,13,12,8,,X004IXFTDJ,FBA19QHGWM04U000537,
51791,39,ARIZONA BF BLACK,453918,13,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000103,
51791,42,ARIZONA BF BLACK,453918,14,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000378,
51791,42,ARIZONA BF BLACK,453918,15,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000379,
860131,40,BOSTON NU OILED HABANA,453918,16,4040714438160,809410438164,12,18,18,13,18,12,,X005BBD5JH,FBA19QHGWM04U000465,
129423,38,ARIZONA EVA BLACK,453918,17,4052001424633,886454424636,12,18,18,13,18,12,,X004IX5KIX,FBA19QHGWM04U000489,
151181,41,ARIZONA BFBC MOCCA,453918,18,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000290,
129421,43,ARIZONA EVA BLACK,453918,19,4052001426507,886454426500,8,18,18,13,12,8,,X004IXFTDJ,FBA19QHGWM04U000538,
129421,42,ARIZONA EVA BLACK,453918,20,4052001426491,886454426494,12,18,18,13,18,12,,X004IX6XQV,FBA19QHGWM04U000526,
151181,39,ARIZONA BFBC MOCCA,453918,21,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000257,
129421,42,ARIZONA EVA BLACK,453918,22,4052001426491,886454426494,12,18,18,13,18,12,,X004IX6XQV,FBA19QHGWM04U000527,
1027382,40,BOSTON EVA EGGSHELL,453918,23,4066648349624,192761925354,12,18,18,13,18,12,,X004IWTJXV,FBA19QHGWM04U000319,
127103,38,BOSTON EVA BLACK,453918,24,4052001652470,886454652473,12,18,18,13,18,12,,X004IX4R9V,FBA19QHGWM04U000550,
860131,43,BOSTON NU OILED HABANA,453919,1,4040714438191,809410438195,8,18,18,13,12,,8,,,
129421,42,ARIZONA EVA BLACK,453919,2,4052001426491,886454426494,12,18,18,13,18,12,,X004IX6XQV,FBA19QHGWM04U000528,
151181,38,ARIZONA BFBC MOCCA,453919,3,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000408,
151181,37,ARIZONA BFBC MOCCA,453919,4,4040714059167,809410059161,12,18,18,13,18,12,,X004WEFBWX,FBA19QHGWM04U000394,
1029744,41,ARIZONA SB EVA SURF GREEN,453919,5,4067707144709,192762526147,8,18,18,13,12,,8,,,
1031623,44,BOSTON LEVE OYSTER,453919,6,4067707730902,192762967568,8,18,18,13,12,,8,,,
129423,37,ARIZONA EVA BLACK,453919,7,4052001424626,886454424629,12,18,18,13,18,12,,X004IWNX6P,FBA19QHGWM04U000488,
151181,37,ARIZONA BFBC MOCCA,453919,8,4040714059167,809410059161,12,18,18,13,18,12,,X004WEFBWX,FBA19QHGWM04U000395,
1027382,39,BOSTON EVA EGGSHELL,453919,9,4066648349587,192761925323,12,18,18,13,18,12,,X004IX5K83,FBA19QHGWM04U000314,
151181,40,ARIZONA BFBC MOCCA,453919,10,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000432,
151181,38,ARIZONA BFBC MOCCA,453919,11,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000409,
151181,40,ARIZONA BFBC MOCCA,453919,12,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000433,
129443,40,ARIZONA EVA WHITE,453919,13,4052001424893,886454424896,12,18,18,13,18,12,,X004IX6PF5,FBA19QHGWM04U000507,
860131,39,BOSTON NU OILED HABANA,453919,14,4040714438153,809410438157,12,18,18,13,18,12,,X005BBE3BB,FBA19QHGWM04U000460,
129443,38,ARIZONA EVA WHITE,453919,15,4052001424879,886454424872,12,18,18,13,18,12,,X004IWYE3L,FBA19QHGWM04U000503,
129443,39,ARIZONA EVA WHITE,453919,16,4052001424886,886454424889,12,18,18,13,18,12,,X004IWRXIT,FBA19QHGWM04U000504,
129443,39,ARIZONA EVA WHITE,453919,17,4052001424886,886454424889,12,18,18,13,18,12,,X004IWRXIT,FBA19QHGWM04U000505,
151211,42,ARIZONA BFBC STONE,453919,18,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000034,8O-6TPB-HF1J 
127103,41,BOSTON EVA BLACK,453919,19,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000570,
1027382,41,BOSTON EVA EGGSHELL,453919,20,4066648349662,192761925385,4,18,18,13,6,4,,X004IXJJUX,FBA19QHGWM04U000327,
1002314,43,BOSTON EVA BLACK,453919,21,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000577,
1002314,43,BOSTON EVA BLACK,453919,22,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000578,
1002314,43,BOSTON EVA BLACK,453919,23,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000579,
1002314,43,BOSTON EVA BLACK,453919,24,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000580,
860131,42,BOSTON NU OILED HABANA,453920,1,4040714438184,809410438188,8,18,18,13,12,8,,X005BB6D87,FBA19QHGWM04U000477,
151181,40,ARIZONA BFBC MOCCA,453920,2,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000434,
151181,38,ARIZONA BFBC MOCCA,453920,3,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000410,
151181,38,ARIZONA BFBC MOCCA,453920,4,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000411,
151181,38,ARIZONA BFBC MOCCA,453920,5,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000412,
151181,38,ARIZONA BFBC MOCCA,453920,6,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000413,
151181,38,ARIZONA BFBC MOCCA,453920,7,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000414,
129423,40,ARIZONA EVA BLACK,453920,8,4052001424657,886454424650,12,18,18,13,18,12,,X004IXFGSR,FBA19QHGWM04U000500,
860131,42,BOSTON NU OILED HABANA,453920,9,4040714438184,809410438188,8,18,18,13,12,8,,X005BB6D87,FBA19QHGWM04U000478,
1029744,41,ARIZONA SB EVA SURF GREEN,453920,10,4067707144709,192762526147,8,18,18,13,12,,8,,,
1027382,41,BOSTON EVA EGGSHELL,453920,11,4066648349662,192761925385,4,18,18,13,6,4,,X004IXJJUX,FBA19QHGWM04U000328,
1027382,41,BOSTON EVA EGGSHELL,453920,12,4066648349662,192761925385,4,18,18,13,6,4,,X004IXJJUX,FBA19QHGWM04U000329,
1002314,43,BOSTON EVA BLACK,453920,13,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000581,
1027382,41,BOSTON EVA EGGSHELL,453920,14,4066648349662,192761925385,4,18,18,13,6,4,,X004IXJJUX,FBA19QHGWM04U000330,
1002314,45,BOSTON EVA BLACK,453920,15,4052605465902,886925336796,4,18,18,13,6,4,,X004IX1CWV,FBA19QHGWM04U000584,
1027382,41,BOSTON EVA EGGSHELL,453920,16,4066648349662,192761925385,4,18,18,13,6,4,,X004IXJJUX,FBA19QHGWM04U000331,
1002314,43,BOSTON EVA BLACK,453920,17,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000582,
1002314,45,BOSTON EVA BLACK,453920,18,4052605465902,886925336796,4,18,18,13,6,4,,X004IX1CWV,FBA19QHGWM04U000585,
1002314,44,BOSTON EVA BLACK,453920,19,4052605465889,886925336789,4,18,18,13,6,4,,X004IXLYCJ,FBA19QHGWM04U000309,
1002314,45,BOSTON EVA BLACK,453920,20,4052605465902,886925336796,4,18,18,13,6,4,,X004IX1CWV,FBA19QHGWM04U000586,
151181,39,ARIZONA BFBC MOCCA,453920,21,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000258,
1002314,44,BOSTON EVA BLACK,453920,22,4052605465889,886925336789,4,18,18,13,6,4,,X004IXLYCJ,FBA19QHGWM04U000310,
1002314,44,BOSTON EVA BLACK,453920,23,4052605465889,886925336789,4,18,18,13,6,4,,X004IXLYCJ,FBA19QHGWM04U000311,
1029744,41,ARIZONA SB EVA SURF GREEN,453920,24,4067707144709,192762526147,8,18,18,13,12,,8,,,
151181,41,ARIZONA BFBC MOCCA,453921,1,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000291,
860131,43,BOSTON NU OILED HABANA,453921,2,4040714438191,809410438195,8,18,18,13,12,,8,,,
860131,43,BOSTON NU OILED HABANA,453921,3,4040714438191,809410438195,8,18,18,13,12,,8,,,
129421,44,ARIZONA EVA BLACK,453921,4,4052001426514,886454426517,8,18,18,13,12,8,,X004IWYKL7,FBA19QHGWM04U000545,
151181,38,ARIZONA BFBC MOCCA,453921,5,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000415,
151181,38,ARIZONA BFBC MOCCA,453921,6,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000416,
1029744,41,ARIZONA SB EVA SURF GREEN,453921,7,4067707144709,192762526147,8,18,18,13,12,,8,,,
151181,37,ARIZONA BFBC MOCCA,453921,8,4040714059167,809410059161,12,18,18,13,18,12,,X004WEFBWX,FBA19QHGWM04U000396,
860131,38,BOSTON NU OILED HABANA,453921,9,4040714438146,809410438140,12,18,18,13,18,12,,X005BBAQOT,FBA19QHGWM04U000458,
860131,41,BOSTON NU OILED HABANA,453921,10,4040714438177,809410438171,8,18,18,13,12,8,,X005BB9KOB,FBA19QHGWM04U000472,
151181,39,ARIZONA BFBC MOCCA,453921,11,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000259,
151181,38,ARIZONA BFBC MOCCA,453921,12,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000417,
151181,38,ARIZONA BFBC MOCCA,453921,13,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000418,
1032019,43,ARIZONA BFBC GRAY TAUPE,453921,14,4067707903580,192763097684,4,18,18,13,6,4,,X005BBGBY3,FBA19QHGWM04U000348,
1032019,42,ARIZONA BFBC GRAY TAUPE,453921,14,4067707903542,192763097653,4,18,18,13,6,4,,X005BBB5NZ,FBA19QHGWM04U000343,
151181,40,ARIZONA BFBC MOCCA,453921,15,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000435,
1031623,42,BOSTON LEVE OYSTER,453921,16,4067707730827,192762967506,8,18,18,13,12,,8,,,
151211,42,ARIZONA BFBC STONE,453921,17,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000035,8O-6TPB-HF1J 
151181,37,ARIZONA BFBC MOCCA,453921,18,4040714059167,809410059161,12,18,18,13,18,12,,X004WEFBWX,FBA19QHGWM04U000397,
127103,39,BOSTON EVA BLACK,453921,19,4052001652487,886454652480,12,18,18,13,18,12,,X004IX7WLL,FBA19QHGWM04U000555,
151211,41,ARIZONA BFBC STONE,453921,20,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000225,
151211,42,ARIZONA BFBC STONE,453921,21,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000036,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453921,22,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000037,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453921,23,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000038,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453921,24,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000039,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453922,1,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000040,8O-6TPB-HF1J 
151211,41,ARIZONA BFBC STONE,453922,2,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000226,
151211,42,ARIZONA BFBC STONE,453922,3,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000041,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453922,4,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000042,8O-6TPB-HF1J 
51791,41,ARIZONA BF BLACK,453922,5,4013871021247,736399021240,12,18,18,13,18,12,,X0052EKNM5,FBA19QHGWM04U000139,
151211,42,ARIZONA BFBC STONE,453922,6,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000043,8O-6TPB-HF1J 
151211,41,ARIZONA BFBC STONE,453922,7,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000227,
860131,40,BOSTON NU OILED HABANA,453922,8,4040714438160,809410438164,12,18,18,13,18,12,,X005BBD5JH,FBA19QHGWM04U000466,
127103,41,BOSTON EVA BLACK,453922,9,4052001652500,886454652503,4,18,18,13,6,4,,X004IX4G3N,FBA19QHGWM04U000571,
51791,43,ARIZONA BF BLACK,453922,10,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000167,
151181,40,ARIZONA BFBC MOCCA,453922,11,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000436,
151181,40,ARIZONA BFBC MOCCA,453922,12,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000437,
51791,43,ARIZONA BF BLACK,453922,13,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000168,
151181,40,ARIZONA BFBC MOCCA,453922,14,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000438,
151211,41,ARIZONA BFBC STONE,453922,15,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000228,
151211,41,ARIZONA BFBC STONE,453922,16,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000229,
151211,42,ARIZONA BFBC STONE,453922,17,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000044,8O-6TPB-HF1J 
1027382,40,BOSTON EVA EGGSHELL,453922,18,4066648349624,192761925354,12,18,18,13,18,12,,X004IWTJXV,FBA19QHGWM04U000320,
151211,41,ARIZONA BFBC STONE,453922,19,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000230,
1002314,43,BOSTON EVA BLACK,453922,20,4052605465865,886925336772,4,18,18,13,6,4,,X004IWQOGL,FBA19QHGWM04U000583,
1029744,38,ARIZONA SB EVA SURF GREEN,453922,21,4067707144587,192762526055,12,18,18,13,18,12,,X005BAUZT1,FBA19QHGWM04U000333,
127103,38,BOSTON EVA BLACK,453922,22,4052001652470,886454652473,12,18,18,13,18,12,,X004IX4R9V,FBA19QHGWM04U000551,
151211,42,ARIZONA BFBC STONE,453922,23,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000045,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453922,24,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000046,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453923,1,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000047,8O-6TPB-HF1J 
51791,43,ARIZONA BF BLACK,453923,2,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000169,
51791,43,ARIZONA BF BLACK,453923,3,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000170,
51791,43,ARIZONA BF BLACK,453923,4,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000171,
51791,43,ARIZONA BF BLACK,453923,5,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000172,
151181,40,ARIZONA BFBC MOCCA,453923,6,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000439,
151181,40,ARIZONA BFBC MOCCA,453923,7,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000440,
51791,43,ARIZONA BF BLACK,453923,8,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000173,
151181,40,ARIZONA BFBC MOCCA,453923,9,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000441,
51791,43,ARIZONA BF BLACK,453923,10,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000174,
51791,43,ARIZONA BF BLACK,453923,11,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000175,
51791,43,ARIZONA BF BLACK,453923,12,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000176,
51791,43,ARIZONA BF BLACK,453923,13,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000177,
51791,43,ARIZONA BF BLACK,453923,14,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000178,
51791,43,ARIZONA BF BLACK,453923,15,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000179,
151181,40,ARIZONA BFBC MOCCA,453923,16,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000442,
151181,40,ARIZONA BFBC MOCCA,453923,17,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000443,
151181,40,ARIZONA BFBC MOCCA,453923,18,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000444,
151181,40,ARIZONA BFBC MOCCA,453923,19,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000445,
151181,40,ARIZONA BFBC MOCCA,453923,20,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000446,
51791,43,ARIZONA BF BLACK,453923,21,4013871027591,736399027594,12,18,18,13,18,12,,X0052EJCIV,FBA19QHGWM04U000180,
151181,40,ARIZONA BFBC MOCCA,453923,22,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000447,
151181,40,ARIZONA BFBC MOCCA,453923,23,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000448,
151181,40,ARIZONA BFBC MOCCA,453923,24,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000449,
151211,41,ARIZONA BFBC STONE,453924,1,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000231,
151211,41,ARIZONA BFBC STONE,453924,2,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000232,
151211,41,ARIZONA BFBC STONE,453924,3,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000233,
151211,42,ARIZONA BFBC STONE,453924,4,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000048,8O-6TPB-HF1J 
151211,41,ARIZONA BFBC STONE,453924,5,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000234,
151181,40,ARIZONA BFBC MOCCA,453924,6,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000450,
151181,40,ARIZONA BFBC MOCCA,453924,7,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000451,
151181,40,ARIZONA BFBC MOCCA,453924,8,4040714059198,809410059192,12,18,18,13,18,12,,X004WEF0PL,FBA19QHGWM04U000452,
151211,42,ARIZONA BFBC STONE,453924,9,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000049,8O-6TPB-HF1J 
151211,42,ARIZONA BFBC STONE,453924,10,4013871744917,736399744910,12,18,18,13,18,12,,X0050NSX4D,FBA19QHGWM04U000050,8O-6TPB-HF1J 
151211,41,ARIZONA BFBC STONE,453924,11,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000235,
151211,41,ARIZONA BFBC STONE,453924,12,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000236,
1031623,43,BOSTON LEVE OYSTER,453924,13,4067707730865,192762967537,4,18,18,13,6,,4,,,
1031623,42,BOSTON LEVE OYSTER,453924,13,4067707730827,192762967506,4,18,18,13,6,,4,,,
1029744,41,ARIZONA SB EVA SURF GREEN,453924,14,4067707144709,192762526147,3,18,18,13,"4,5",,3,,,
1031623,44,BOSTON LEVE OYSTER,453924,14,4067707730902,192762967568,1,18,18,13,"1,5",,1,,,
